ri_id,lead_image,ri_name,text_file,n_En,n_Fa,n_Fs,n_Fm,n_Fp,n_Fo3,n_Ca,n_Su,n_Fb,n_St,n_Pr,n_Sa,n_Al,serving_size
400,20190706_124129_tiger baguette round w tomato.jpg,tiger baguette round w tomato,20190706_124129_tiger baguette round w tomato.txt,137,6.79,0.71,0.0,0.0,0.0,15.52,2.87,1.38,12.65,2.81,0.36,0.0,65
401,20200309_171324_omelette wrap w shredded salad.jpg,omelette wrap w shredded salad,20200309_171324_omelette wrap w shredded salad.txt,100,6.01,2.1,2.57,0.9,0.0,4.95,2.86,0.84,0.06,6.23,1.1,0.0,170
402,20190515_152029_purple rainbow & avocado salad.jpg,purple rainbow & avocado salad,20190515_152029_purple rainbow & avocado salad.txt,115,8.13,1.12,3.53,0.99,0.93,10.01,5.47,2.88,0.1,2.21,0.69,0.0,200
403,20190913_105624_packed lunch 20190913.jpg,packed lunch 20190913,20190913_105624_packed lunch 20190913.txt,67,0.64,0.08,0.26,0.19,0.0,15.36,9.13,1.88,0.85,1.25,0.17,0.0,860
404,20190901_152653_minted potatoes.jpg,minted potatoes,20190901_152653_minted potatoes.txt,121,4.64,2.87,1.17,0.18,0.0,18.96,0.84,1.9,0.0,1.73,0.48,0.0,134
405,20210611_133200_rosemary stock.jpg,rosemary stock,20210611_133200_rosemary stock.txt,164,16.6,2.79,11.47,1.33,0.0,3.54,0.57,1.21,0.46,0.64,1.17,0.0,350
406,20190901_152252_spicy lambs lettuce w honey and spanish goats cheese.jpg,spicy lambs lettuce w honey and spanish goats cheese,20190901_152252_spicy lambs lettuce w honey and spanish goats cheese.txt,64,2.12,1.37,0.01,0.02,0.0,9.12,7.2,1.14,0.16,2.7,0.58,0.0,145
407,20190902_200901_roast pork mini pitta w apple sauce.jpg,roast pork mini pitta w apple sauce,20190902_200901_roast pork mini pitta w apple sauce.txt,231,10.25,3.37,3.68,1.95,0.0,16.93,4.49,2.08,10.34,17.27,0.45,0.0,96
408,20190328_192637_fruit and nut couscous.jpg,fruit and nut couscous,20190328_192637_fruit and nut couscous.txt,123,3.19,0.39,1.06,1.13,0.0,20.99,7.56,2.31,0.19,3.46,0.83,0.0,277
409,20190910_143359_stuffed mushrooms.jpg,stuffed mushrooms,20190910_143359_stuffed mushrooms.txt,149,8.24,2.82,2.76,1.37,0.0,11.39,2.81,1.55,4.08,7.38,0.47,0.0,250
410,20190330_213004_beef and chicken chunk w blue cheese & tomato on beetroot brioche.jpg,beef and chicken chunk w blue cheese & tomato on beetroot brioche,20190330_213004_beef and chicken chunk w blue cheese & tomato on beetroot brioche.txt,160,7.75,4.25,1.02,0.34,0.0,12.3,6.93,1.09,0.1,9.73,0.92,0.0,500
411,20190806_222144_simple lettuce tomato and onion w avocado.jpg,simple lettuce tomato and onion w avocado,20190806_222144_simple lettuce tomato and onion w avocado.txt,49,3.51,0.51,2.17,0.41,0.0,4.24,1.79,2.29,0.02,1.21,0.0,0.0,271
412,20200701_165809_s&p beef kofte.jpg,s&p beef kofte,20200701_165809_s&p beef kofte.txt,238,18.0,8.46,7.36,0.73,0.02,2.04,0.18,0.2,1.3,17.21,1.52,0.0,80
413,20210721_131624_lamb mushroom & apple kofte mix.jpg,lamb mushroom & apple kofte mix,20210721_131624_lamb mushroom & apple kofte mix.txt,203,12.79,4.8,5.69,1.21,0.0,6.07,2.16,0.89,0.06,16.12,1.21,0.0,0
414,20210421_154617_teriyaki aubergine.jpg,teriyaki aubergine,20210421_154617_teriyaki aubergine.txt,56,1.56,0.61,0.06,0.18,0.0,10.24,6.54,3.53,0.21,1.39,0.58,0.0,156
415,20190807_132507_tomato and curried couscous.jpg,tomato and curried couscous,20190807_132507_tomato and curried couscous.txt,83,1.99,0.28,0.51,0.46,0.0,14.29,7.13,2.16,0.38,2.51,0.15,0.05,250
416,20190726_130123_melon plum and tangerine fruit salad.jpg,melon plum and tangerine fruit salad,20190726_130123_melon plum and tangerine fruit salad.txt,38,0.21,0.0,0.04,0.08,0.0,9.55,8.06,0.9,0.0,0.63,0.02,0.0,488
417,20190308_133328_ham green beans and couscous w egg.jpg,ham green beans and couscous w egg,20190308_133328_ham green beans and couscous w egg.txt,108,3.23,1.12,0.79,0.38,0.0,10.96,4.58,2.4,0.23,7.61,1.09,0.0,370
418,20190823_165127_carbless courgette and ham lasagna.jpg,carbless courgette and ham lasagna,20190823_165127_carbless courgette and ham lasagna.txt,147,7.82,2.8,0.84,0.41,0.0,7.71,2.97,1.74,3.03,11.9,1.0,0.0,291
419,20200501_123134_melon ham tomato.jpg,melon ham tomato,20200501_123134_melon ham tomato.txt,49,0.68,0.2,0.0,0.08,0.0,7.01,6.18,0.67,0.0,4.26,0.54,0.0,336
420,20210724_200024_three egg paprika omelette.jpg,three egg paprika omelette,20210724_200024_three egg paprika omelette.txt,158,10.31,3.36,3.98,2.04,0.0,1.24,0.66,0.02,0.0,13.96,2.32,0.0,154
421,20191120_205837_mackerel salmon and tomato toast.jpg,mackerel salmon and tomato toast,20191120_205837_mackerel salmon and tomato toast.txt,205,13.34,2.55,3.93,2.65,12.07,4.83,0.96,0.83,0.0,15.05,0.94,0.0,192
422,20210409_141122_gem & red onion salad.jpg,gem & red onion salad,20210409_141122_gem & red onion salad.txt,72,6.27,0.86,4.37,0.67,0.0,3.7,2.47,1.25,0.0,0.97,0.11,0.0,125
423,20210423_164044_chicken caprese w green leaf salad & apple pesto.jpg,chicken caprese w green leaf salad & apple pesto,20210423_164044_chicken caprese w green leaf salad & apple pesto.txt,141,10.56,2.87,5.61,1.34,0.05,4.61,2.64,1.53,0.18,7.38,0.58,0.0,515
424,20210730_132510_basil & tangerine dressing.jpg,basil & tangerine dressing,20210730_132510_basil & tangerine dressing.txt,198,11.71,1.63,8.4,1.23,0.0,24.26,21.93,0.34,0.0,0.57,1.16,0.0,0
425,20200927_155051_melon ham & mixed sushi 20200926.jpg,melon ham & mixed sushi 20200926,20200927_155051_melon ham & mixed sushi 20200926.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,20200212_145602_lemon tangerine cardamom syrup.jpg,lemon tangerine cardamom syrup,20200212_145602_lemon tangerine cardamom syrup.txt,127,0.15,0.01,0.01,0.0,0.0,30.3,28.87,0.29,0.0,1.87,0.01,0.0,0
427,20190501_120000_sourdough toast.jpg,sourdough toast,20190501_120000_sourdough toast.txt,283,1.68,0.28,0.0,0.0,0.0,56.15,0.98,2.83,45.47,9.82,0.86,0.0,50
428,20200205_144108_red pepper & bacon.jpg,red pepper & bacon,20200205_144108_red pepper & bacon.txt,205,14.59,4.48,0.0,0.11,0.0,6.62,4.63,2.32,0.0,12.83,2.62,0.0,72
429,20200610_153820_seared turkey breast.jpg,seared turkey breast,20200610_153820_seared turkey breast.txt,159,3.65,0.52,0.38,0.38,0.0,0.0,0.13,0.0,0.13,29.68,0.62,0.0,104
430,20190913_072006_humous and cracker.jpg,humous and cracker,20190913_072006_humous and cracker.txt,360,22.26,2.66,12.86,5.8,0.0,31.04,1.6,4.47,29.44,7.11,0.86,0.0,16
431,20190215_181855_dashi aubergine w wakame & spinach.jpg,dashi aubergine w wakame & spinach,20190215_181855_dashi aubergine w wakame & spinach.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,20190727_162912_salmon and tortilla dinner.jpg,salmon and tortilla dinner,20190727_162912_salmon and tortilla dinner.txt,83,3.89,0.76,0.85,0.61,0.01,3.64,1.42,0.71,0.1,8.67,0.35,0.0,410
433,20210325_170248_pork berengen leeks & salad.jpg,pork berengen leeks & salad,20210325_170248_pork berengen leeks & salad.txt,78,2.71,0.55,1.4,0.53,0.01,8.6,3.14,1.68,0.23,5.07,0.22,0.0,460
434,20210331_151401_prawn caprese salad.jpg,prawn caprese salad,20210331_151401_prawn caprese salad.txt,121,8.55,5.02,2.3,0.38,0.08,3.14,1.66,0.76,0.32,8.26,0.83,0.0,213
435,20210325_104959_red pepper & leek broth.jpg,red pepper & leek broth,20210325_104959_red pepper & leek broth.txt,40,2.17,0.72,0.88,0.2,0.0,3.03,1.32,0.39,0.02,2.05,1.19,0.0,400
436,20200214_170223_mixed sushi.jpg,mixed sushi,20200214_170223_mixed sushi.txt,135,2.09,0.38,0.55,0.54,0.0,21.8,3.64,1.25,0.28,6.59,0.76,0.0,12
437,20190116_113918_poached egg on sourdough toast.jpg,poached egg on sourdough toast,20190116_113918_poached egg on sourdough toast.txt,227,9.7,4.63,2.9,1.0,0.0,26.35,7.53,1.0,14.8,8.7,0.58,0.0,128
438,20210401_214052_movie snacks 20210401.jpg,movie snacks 20210401,20210401_214052_movie snacks 20210401.txt,335,25.5,5.98,5.91,2.79,11.66,12.31,2.51,2.77,1.2,15.92,1.53,0.0,102
439,20210401_152234_salmon & steamed greens.jpg,salmon & steamed greens,20210401_152234_salmon & steamed greens.txt,67,2.03,0.43,0.54,0.5,0.0,4.01,2.2,1.43,0.0,8.7,0.41,0.0,373
440,20191230_142834_courgette ribbons w mushroom broth.jpg,courgette ribbons w mushroom broth,20191230_142834_courgette ribbons w mushroom broth.txt,29,1.83,1.0,0.33,0.09,0.0,2.37,1.42,0.71,0.16,1.12,0.62,0.0,514
441,20190528_175339_ssr chicken squid and red pepper.jpg,ssr chicken squid and red pepper,20190528_175339_ssr chicken squid and red pepper.txt,140,2.36,0.55,0.8,0.69,0.0,21.76,3.74,1.15,0.27,7.21,0.48,0.0,12
442,20190830_113939_chicken and fruit couscous.jpg,chicken and fruit couscous,20190830_113939_chicken and fruit couscous.txt,185,4.07,0.7,1.24,0.56,0.0,25.5,5.74,2.18,2.64,12.13,1.46,0.0,260
443,20210417_072329_cabbage kimchi & liver.jpg,cabbage kimchi & liver,20210417_072329_cabbage kimchi & liver.txt,81,4.36,2.08,1.14,0.64,0.0,4.91,2.58,1.85,0.05,6.06,0.32,0.0,0
444,20210714_145347_bamboo shoot broth w speckled pancake & kimchi.jpg,bamboo shoot broth w speckled pancake & kimchi,20210714_145347_bamboo shoot broth w speckled pancake & kimchi.txt,41,2.01,0.88,0.69,0.26,0.33,2.87,1.14,0.52,0.76,2.99,0.64,0.0,538
445,20190129_194619_chicken tomato broth.jpg,chicken tomato broth,20190129_194619_chicken tomato broth.txt,46,2.11,0.7,0.7,0.39,0.0,0.78,0.39,0.07,0.02,5.58,0.74,0.0,447
446,20190727_171652_toasted almond & sunflower seeds.jpg,toasted almond & sunflower seeds,20190727_171652_toasted almond & sunflower seeds.txt,615,54.18,4.29,26.77,15.77,0.0,21.13,3.47,11.0,0.47,21.07,2.22,0.0,45
447,20210329_215239_rich ham & avocado salad.jpg,rich ham & avocado salad,20210329_215239_rich ham & avocado salad.txt,125,9.92,1.91,5.27,0.97,0.0,5.47,0.99,3.89,0.05,5.53,0.75,0.0,316
448,20190910_150135_roast chicken w stuffed mushroom and caramelised onion.jpg,roast chicken w stuffed mushroom and caramelised onion,20190910_150135_roast chicken w stuffed mushroom and caramelised onion.txt,150,9.04,2.76,3.55,1.78,0.23,6.5,1.87,0.96,1.81,10.18,0.58,0.0,475
449,20210413_170347_pate & pickle egg maki.jpg,pate & pickle egg maki,20210413_170347_pate & pickle egg maki.txt,172,13.41,3.68,3.02,1.09,0.0,3.75,2.29,0.98,0.01,7.72,0.79,0.81,28
450,20201117_220449_wontan dough egg.jpg,wontan dough egg,20201117_220449_wontan dough egg.txt,317,2.6,0.81,0.87,0.61,0.37,62.11,0.28,2.19,0.0,9.43,0.54,0.0,0
451,20190112_172153_chicken and aubergine stew.jpg,chicken and aubergine stew,20190112_172153_chicken and aubergine stew.txt,71,2.04,0.6,0.58,0.4,0.0,4.21,1.93,0.8,0.0,8.49,0.61,0.0,400
452,20191110_203804_steak w roast veg and moussaka.jpg,steak w roast veg and moussaka,20191110_203804_steak w roast veg and moussaka.txt,150,8.36,2.84,2.61,0.33,0.0,7.5,2.57,1.79,0.41,11.93,0.73,0.0,448
453,20200302_162936_smoked mackerel w salad & tortilla chips.jpg,smoked mackerel w salad & tortilla chips,20200302_162936_smoked mackerel w salad & tortilla chips.txt,210,14.01,2.54,6.11,3.4,0.03,10.67,3.19,2.11,0.13,11.14,0.91,0.0,250
454,20190613_090247_roast cheddar cheese veg.jpg,roast cheddar cheese veg,20190613_090247_roast cheddar cheese veg.txt,132,7.58,3.9,1.58,0.24,0.06,11.2,4.21,2.54,1.28,5.64,0.53,0.0,185
455,20200311_190447_coriander salsa.jpg,coriander salsa,20200311_190447_coriander salsa.txt,88,4.84,0.4,0.0,0.0,0.0,10.54,5.62,0.53,0.91,1.61,0.88,0.0,0
456,20200201_091737_apple prunes & yakult.jpg,apple prunes & yakult,20200201_091737_apple prunes & yakult.txt,68,0.15,0.01,0.04,0.06,0.0,17.33,8.14,1.09,0.05,0.76,0.0,0.0,265
457,20190221_190509_avocado mangetout beetroot and fennel medley.jpg,avocado mangetout beetroot and fennel medley,20190221_190509_avocado mangetout beetroot and fennel medley.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,20200104_142226_confit garlic.jpg,confit garlic,20200104_142226_confit garlic.txt,276,13.18,1.13,0.0,0.0,0.0,23.68,2.24,6.56,21.44,12.64,0.02,0.0,0
459,20200306_015051_tomato samosa sandwich & chicken.jpg,tomato samosa sandwich & chicken,20200306_015051_tomato samosa sandwich & chicken.txt,154,9.19,1.1,3.11,1.34,0.0,8.78,1.21,1.53,7.21,8.31,0.42,0.0,290
460,20190530_141217_citrus mint and honey mayo.jpg,citrus mint and honey mayo,20190530_141217_citrus mint and honey mayo.txt,238,15.44,1.17,0.28,0.19,0.0,24.87,19.55,1.82,0.12,2.17,0.87,0.0,20
461,20191120_161205_lambs lettuce w beetroot salad.jpg,lambs lettuce w beetroot salad,20191120_161205_lambs lettuce w beetroot salad.txt,35,0.25,0.13,0.0,0.0,0.0,6.91,5.19,1.08,0.39,1.34,0.25,0.0,232
462,20170912_123747_apple mint chilli sauce.jpg,apple mint chilli sauce,20170912_123747_apple mint chilli sauce.txt,280,25.33,2.76,0.08,0.11,0.0,14.76,10.78,2.53,0.29,0.78,0.28,0.0,0
463,20210410_141759_turkey pork & squid kofte.jpg,turkey pork & squid kofte,20210410_141759_turkey pork & squid kofte.txt,200,11.72,2.76,3.77,0.9,0.0,4.49,1.68,1.1,0.59,19.0,0.64,0.0,21
464,20190310_184815_lamb and veg couscous w garlic yoghurt.jpg,lamb and veg couscous w garlic yoghurt,20190310_184815_lamb and veg couscous w garlic yoghurt.txt,105,4.12,0.82,1.59,0.86,0.05,10.97,3.35,1.94,0.37,6.02,0.26,0.0,380
465,20170313_144653_buttered toast.jpg,buttered toast,20170313_144653_buttered toast.txt,324,12.75,7.46,2.96,0.42,0.0,44.17,0.79,2.23,35.75,7.85,0.93,0.0,0
466,20190419_125838_melon w apple grape bulgar wheat & mint.jpg,melon w apple grape bulgar wheat & mint,20190419_125838_melon w apple grape bulgar wheat & mint.txt,65,2.06,0.4,0.7,0.7,1.14,11.68,8.97,1.44,0.88,1.14,0.29,0.0,400
467,20200618_105408_tom & onion em broth.jpg,tom & onion em broth,20200618_105408_tom & onion em broth.txt,11,0.5,0.28,0.0,0.01,0.0,1.16,0.47,0.12,0.01,0.44,1.12,0.0,275
468,20210328_062852_chinese leaf & liver v2.jpg,chinese leaf & liver v2,20210328_062852_chinese leaf & liver v2.txt,117,6.45,2.67,1.67,1.23,0.0,1.29,0.68,0.69,0.0,12.57,0.9,0.0,352
469,20191211_135358_snapdragon plaice artichoke salad and asparagus.jpg,snapdragon plaice artichoke salad and asparagus,20191211_135358_snapdragon plaice artichoke salad and asparagus.txt,105,4.49,1.61,1.33,0.56,0.0,10.8,6.08,1.5,1.04,5.97,0.67,0.0,676
470,20200527_133025_honey soy dressing.jpg,honey soy dressing,20200527_133025_honey soy dressing.txt,97,0.23,0.03,0.02,0.06,0.0,23.95,18.51,0.76,1.14,2.66,3.02,0.0,0
471,20200911_143004_mushrooms & parsley.jpg,mushrooms & parsley,20200911_143004_mushrooms & parsley.txt,61,3.16,1.83,0.7,0.43,0.0,5.73,3.29,1.83,0.0,5.22,2.0,0.0,77
472,20200617_201740_tortilla de repollo.jpg,tortilla de repollo,20200617_201740_tortilla de repollo.txt,202,13.23,3.72,2.62,1.03,0.08,11.84,3.06,1.81,2.47,9.03,1.17,0.0,120
473,20191120_130642_cauliflower & aubergine cheese w veg.jpg,cauliflower & aubergine cheese w veg,20191120_130642_cauliflower & aubergine cheese w veg.txt,121,7.51,4.47,0.58,0.14,0.0,8.82,3.18,1.33,0.11,5.16,0.34,0.0,220
474,20200911_143006_steak w deglazed mushrooms & parsley.jpg,steak w deglazed mushrooms & parsley,20200911_143006_steak w deglazed mushrooms & parsley.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,240
475,20190320_144252_simple beef and onion broth.jpg,simple beef and onion broth,20190320_144252_simple beef and onion broth.txt,15,0.32,0.16,0.0,0.0,0.0,2.52,1.21,0.47,0.0,0.54,0.63,0.0,450
476,20210328_063234_stuffed cabbage & kofte.jpg,stuffed cabbage & kofte,20210328_063234_stuffed cabbage & kofte.txt,131,8.16,2.8,2.7,0.46,0.02,6.35,2.45,1.45,0.84,8.6,0.86,0.0,345
477,20200115_153811_lemongrass stir fry w crispy prawns.jpg,lemongrass stir fry w crispy prawns,20200115_153811_lemongrass stir fry w crispy prawns.txt,124,8.66,1.15,5.94,0.99,0.0,6.85,2.94,1.41,0.23,4.76,0.47,0.0,0
478,20200102_200224_salmon w veg pate & salad.jpg,salmon w veg pate & salad,20200102_200224_salmon w veg pate & salad.txt,96,3.42,0.81,0.92,0.77,0.0,6.37,4.5,0.62,0.36,10.22,0.29,0.0,365
479,20190320_190749_cherry tomato sauce.jpg,cherry tomato sauce,20190320_190749_cherry tomato sauce.txt,30,1.51,0.57,0.0,0.06,0.0,3.36,1.85,0.7,0.0,0.78,2.54,0.0,0
480,20190716_170330_kebab salad mix 2.jpg,kebab salad mix 2,20190716_170330_kebab salad mix 2.txt,61,3.59,0.28,0.0,0.06,0.0,6.76,3.86,1.28,0.16,1.28,1.19,0.0,132
481,20190316_165621_chicken and avocado and greens salad.jpg,chicken and avocado and greens salad,20190316_165621_chicken and avocado and greens salad.txt,111,7.17,1.2,1.58,0.72,0.0,2.95,1.47,1.17,0.26,8.59,0.43,0.0,360
482,20200512_151721_avocado & beetroot salad.jpg,avocado & beetroot salad,20200512_151721_avocado & beetroot salad.txt,72,3.34,0.47,2.11,0.44,0.0,10.25,6.65,2.69,0.02,1.45,0.06,0.0,210
483,20210409_141117_mustard chicken & leeks.jpg,mustard chicken & leeks,20210409_141117_mustard chicken & leeks.txt,153,8.76,2.17,4.26,1.49,0.0,5.67,2.38,0.65,0.31,12.67,0.84,0.0,350
484,20200601_065555_pork chermoula & tomato sandwich.jpg,pork chermoula & tomato sandwich,20200601_065555_pork chermoula & tomato sandwich.txt,292,17.1,3.94,4.93,1.99,0.0,17.15,2.89,1.49,11.06,17.34,0.63,0.0,248
485,20210610_183403_coss beetroot & clementine salad.jpg,coss beetroot & clementine salad,20210610_183403_coss beetroot & clementine salad.txt,64,4.16,0.56,2.86,0.44,0.0,6.35,4.35,1.39,0.08,1.2,0.15,0.0,170
486,20190817_205629_movie snacks 20190817_2.jpg,movie snacks 20190817_2,20190817_205629_movie snacks 20190817_2.txt,136,6.68,1.82,2.7,0.49,0.18,13.25,2.16,1.43,6.59,4.88,0.93,0.26,312
487,20201010_155641_deglazed seared swordfish.jpg,deglazed seared swordfish,20201010_155641_deglazed seared swordfish.txt,166,9.05,2.7,4.05,1.22,0.0,1.23,1.23,0.0,0.0,18.75,0.38,0.0,200
488,20190715_164047_roast lamb and onion mix.jpg,roast lamb and onion mix,20190715_164047_roast lamb and onion mix.txt,271,14.26,6.68,5.51,0.52,0.19,18.38,8.3,3.36,0.0,17.47,0.13,0.0,0
489,20190222_074410_amaretti biscuit.jpg,amaretti biscuit,20190222_074410_amaretti biscuit.txt,678,37.81,5.35,23.71,6.75,0.0,62.61,59.03,4.19,0.0,19.1,0.21,1.12,30
490,20190716_170728_cauliflower cheese royale.jpg,cauliflower cheese royale,20190716_170728_cauliflower cheese royale.txt,151,8.53,5.21,0.92,0.21,0.0,12.11,4.15,1.8,0.11,7.27,0.54,0.0,266
491,20190903_150253_rainbow prawn and mackerel salad.jpg,rainbow prawn and mackerel salad,20190903_150253_rainbow prawn and mackerel salad.txt,126,7.28,1.14,2.62,2.69,0.0,8.24,5.53,1.56,0.24,7.21,0.74,0.0,300
492,20200314_194543_loose coriander sauce.jpg,loose coriander sauce,20200314_194543_loose coriander sauce.txt,142,12.11,7.87,2.01,0.31,0.0,6.42,0.53,0.29,0.0,1.9,1.29,0.0,735
493,20190831_142528_tortilla w tomato red onion and carrot salad.jpg,tortilla w tomato red onion and carrot salad,20190831_142528_tortilla w tomato red onion and carrot salad.txt,88,4.55,0.81,1.82,0.55,0.0,9.23,2.63,2.25,1.08,3.09,0.09,0.0,310
494,20210428_134456_rosemary & garlic ketchup.jpg,rosemary & garlic ketchup,20210428_134456_rosemary & garlic ketchup.txt,68,5.09,1.17,3.09,0.46,0.0,4.11,3.17,1.1,0.29,1.4,0.65,0.0,750
495,20190415_173422_beef and mushroom broth 2.jpg,beef and mushroom broth 2,20190415_173422_beef and mushroom broth 2.txt,16,0.58,0.22,0.0,0.03,0.0,1.94,1.05,0.42,0.0,0.97,0.89,0.0,562
496,20200509_154305_steak & chips w red wine jus.jpg,steak & chips w red wine jus,20200509_154305_steak & chips w red wine jus.txt,286,19.67,6.79,6.31,0.64,0.04,9.57,0.42,0.88,0.0,15.05,0.57,0.0,310
497,20200130_140000_basil pesto.jpg,basil pesto,20200130_140000_basil pesto.txt,621,67.43,9.95,45.87,9.04,9.94,2.27,0.44,0.74,0.44,4.83,2.79,0.0,200
498,20210423_155611_apple & basil pesto.jpg,apple & basil pesto,20210423_155611_apple & basil pesto.txt,333,30.39,4.27,19.22,5.19,0.0,11.21,6.68,2.51,1.88,4.48,0.29,0.0,0
499,20190131_180019_mild salt and pepper coating.jpg,mild salt and pepper coating,20190131_180019_mild salt and pepper coating.txt,286,3.16,0.48,0.77,1.26,0.0,60.0,1.62,6.87,44.59,8.01,7.22,0.0,0
500,20170726_173636_buttered sourdough rounds.jpg,buttered sourdough rounds,20170726_173636_buttered sourdough rounds.txt,286,9.64,5.52,2.17,0.31,0.0,41.96,0.75,2.12,33.97,7.43,0.83,0.0,0
501,20200901_163925_beef & aubergine burger w s&p pork arancini.jpg,beef & aubergine burger w s&p pork arancini,20200901_163925_beef & aubergine burger w s&p pork arancini.txt,205,12.25,3.79,2.69,0.41,0.01,14.2,5.56,1.4,0.56,9.27,0.91,0.0,542
502,20200311_155323_crispy monkfish pieces.jpg,crispy monkfish pieces,20200311_155323_crispy monkfish pieces.txt,119,1.57,0.31,0.2,0.62,0.57,8.77,0.11,0.37,0.0,16.15,0.42,0.0,12
503,20200201_115325_tortilla w prunes & apple.jpg,tortilla w prunes & apple,20200201_115325_tortilla w prunes & apple.txt,88,1.62,0.5,0.54,0.35,0.0,14.68,6.9,1.53,0.62,4.82,0.26,0.0,381
504,20200525_063650_beetroot tart lunch.jpg,beetroot tart lunch,20200525_063650_beetroot tart lunch.txt,75,2.53,0.49,0.93,0.37,0.0,9.93,5.5,2.14,0.34,3.95,0.69,0.0,368
505,20200904_123433_beetroot & salmon crackers.jpg,beetroot & salmon crackers,20200904_123433_beetroot & salmon crackers.txt,220,9.6,1.32,6.0,1.19,5.7,21.6,1.81,2.87,19.23,10.65,1.45,0.0,24
506,20190311_163823_red lentil and veg soup light.jpg,red lentil and veg soup light,20190311_163823_red lentil and veg soup light.txt,65,1.55,0.34,0.83,0.15,0.0,9.63,1.71,3.08,0.76,2.91,0.58,0.0,426
507,20190814_135316_roast pepper onion tomato & root veg.jpg,roast pepper onion tomato & root veg,20190814_135316_roast pepper onion tomato & root veg.txt,177,10.41,1.41,7.31,1.18,0.0,19.16,8.11,4.39,5.61,2.48,0.48,0.0,640
508,20210715_145612_broad bean & leek risotto.jpg,broad bean & leek risotto,20210715_145612_broad bean & leek risotto.txt,153,6.33,3.3,2.14,0.42,0.0,19.71,1.69,1.92,0.14,4.4,0.79,0.0,192
